,image,Restaurant name,Address,Contact address,Reviews,Food name,Timing,Ratings,Restaurant url,Restaurant_ownership,url links
10,https://s3-media0.fl.yelpcdn.com/bphoto/_jx5BlAITX6dedUsQjnC1A/l.jpg,theBarn,"307 W Dean St Burrton, KS 67020",(620) 463-8056,79 reviews,"Breakfast & Brunch, American (Traditional), Steakhouses",Mon 11:00 AM - 9:00 PM Tue 11:00 AM - 9:00 PM Wed 11:00 AM - 9:00 PM Thu 11:00 AM - 9:00 PM Fri 6:00 AM - 9:00 PM Open now Sat 6:00 AM - 9:00 PM Sun Closed,4 star rating,http://www.thebarnngrill.com,Claimed,https://www.yelp.com/biz/thebarn-burrton-2?osq=restaurants
11,https://s3-media0.fl.yelpcdn.com/bphoto/hPt212Q09tpnrQUvdILKdw/l.jpg,Farley's Bar and Grill,"101 N Main St Lindsborg, KS 67456",(785) 212-6030,54 reviews,"American (Traditional), Bars",Mon 11:00 AM - 9:00 PM Tue 11:00 AM - 9:00 PM Wed 11:00 AM - 9:00 PM Thu 11:00 AM - 9:00 PM Fri 11:00 AM - 12:00 AM (Next day) Open now Sat 11:00 AM - 12:00 AM (Next day) Sun 11:00 AM - 8:00 PM,4 star rating,http://www.thebarnngrill.com,Unclaimed,https://www.yelp.com/biz/farleys-bar-and-grill-lindsborg?osq=restaurants
12,https://s3-media0.fl.yelpcdn.com/bphoto/1EuvW2adSin_sAqtyK-8gQ/l.jpg,Yesway,"100 S Grand Ave Lyons, KS 67554",(620) 257-2820,"Convenience Stores,","Convenience Stores, Fast Food, Gas Stations",Mon Open 24 hours Tue Open 24 hours Wed Open 24 hours Thu Open 24 hours Fri Open 24 hours Open now Sat Open 24 hours Sun Open 24 hours,4 star rating,https://yesway.com,Claimed,https://www.yelp.com/adredir?ad_business_id=fXekNHMILbek4FhtE90WYQ&campaign_id=OgKNuKnq_NBqfSFo8mcTKw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fyesway-lyons&request_id=c128e5e3b7e749bd&signature=27f94aeba43567db3339228585586f474f9c09e8d31bfaa47215791225580b00&slot=0
13,https://s3-media0.fl.yelpcdn.com/bphoto/bL3byvcd_MkVqCBdG4uvCg/l.jpg,Schlotzsky's,"2480 S 9th St Salina, KS 67401",(785) 914-4712,25 reviews,"Delis, Sandwiches, Caterers",Mon 10:00 AM - 9:00 PM Tue 10:00 AM - 9:00 PM Wed 10:00 AM - 9:00 PM Thu 10:00 AM - 9:00 PM Fri 10:00 AM - 9:00 PM Open now Sat 10:00 AM - 9:00 PM Sun 10:00 AM - 9:00 PM,3.5 star rating,https://www.schlotzskys.com,Claimed,https://www.yelp.com/adredir?ad_business_id=Gxhh1KW5IR3k9lZPglrr3w&campaign_id=iBYM61qkCbi9No5lbNJ4jw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fschlotzskys-salina&request_id=c128e5e3b7e749bd&signature=86aca63a0b7554c4e90eec8ce36389dcded8ccfafda0ced28e1d4de39adb475f&slot=1
14,https://s3-media0.fl.yelpcdn.com/bphoto/lxhIWaBDTndwN4NznvPHhQ/l.jpg,Noffy's Sandwich Shop & Pub,"210 N Main St McPherson, KS 67460",(620) 242-1209,38 reviews,"Pubs, Delis, Sandwiches",Mon Closed Tue Closed Wed 11:00 AM - 9:00 PM Thu 11:00 AM - 9:00 PM Fri 11:00 AM - 9:00 PM Open now Sat 11:00 AM - 9:00 PM Sun 11:00 AM - 9:00 PM,5 star rating,http://noffyspub.com,Claimed,https://www.yelp.com/biz/noffys-sandwich-shop-and-pub-mcpherson?osq=restaurants
15,https://s3-media0.fl.yelpcdn.com/bphoto/epiAFGQjoYGC_dQqwsU4kw/l.jpg,Carolyn's Essenhaus,"104 E Main St Arlington, KS 67514",(620) 538-4711,15 reviews,"American (Traditional), Breakfast & Brunch, Sandwiches",Mon 6:00 AM - 8:30 PM Tue 6:00 AM - 8:30 PM Wed 6:00 AM - 8:30 PM Thu 6:00 AM - 8:30 PM Fri 6:00 AM - 8:30 PM Open now Sat 6:30 AM - 2:30 PM Sun Closed,4.5 star rating,http://www.carolynsessenhaus.c…,Unclaimed,https://www.yelp.com/biz/carolyns-essenhaus-arlington?osq=restaurants
16,https://s3-media0.fl.yelpcdn.com/bphoto/TkBwiCcEwHKO3xaajIVBdg/l.jpg,Paden's Place- Bar,"120 N Douglas Ave Ellsworth, KS 67439",(785) 472-4013,9 reviews,"American (Traditional), Bars, Sandwiches",Mon Closed Tue 11:00 AM - 12:00 AM (Next day) Wed 11:00 AM - 12:00 AM (Next day) Thu 11:00 AM - 12:00 AM (Next day) Fri 11:00 AM - 12:00 AM (Next day) Open now Sat 11:00 AM - 12:00 AM (Next day) Sun Closed,4.5 star rating,http://www.carolynsessenhaus.c…,Unclaimed,https://www.yelp.com/biz/padens-place-bar-ellsworth?osq=restaurants
17,https://s3-media0.fl.yelpcdn.com/bphoto/QIAEbsJ38qOt5u6Uczeyjw/l.jpg,Meridy's Restaurant and Lounge,"1220 S Fossil St Russell, KS 67665",(785) 483-4300,80 reviews,"Lounges, American (New)",Mon 6:00 AM - 10:00 PM Tue 6:00 AM - 10:00 PM Wed 6:00 AM - 10:00 PM Thu 6:00 AM - 10:00 PM Fri 6:00 AM - 10:00 PM Open now Sat 6:00 AM - 10:00 PM Sun 7:00 AM - 10:00 PM,4 star rating,http://www.carolynsessenhaus.c…,Claimed,https://www.yelp.com/biz/meridys-restaurant-and-lounge-russell?osq=restaurants
18,https://s3-media0.fl.yelpcdn.com/bphoto/EXyNnqWgX_VMFFY-xlO6lw/l.jpg,Grandma's Soda Shop,"2524 Ave E Wilson, KS 67490",(785) 658-2200,28 reviews,"Ice Cream & Frozen Yogurt, Cafes, American (Traditional)",Mon 11:00 AM - 9:00 PM Tue 11:00 AM - 9:00 PM Wed 11:00 AM - 9:00 PM Thu 11:00 AM - 9:00 PM Fri 11:00 AM - 9:00 PM Open now Sat 11:00 AM - 9:00 PM Sun 11:00 AM - 9:00 PM,4 star rating,http://www.carolynsessenhaus.c…,Unclaimed,https://www.yelp.com/biz/grandmas-soda-shop-wilson?osq=restaurants
19,https://s3-media0.fl.yelpcdn.com/bphoto/VSsLlq8HRSR9787k_72QeA/l.jpg,The White Peacock,"124 S Main Lindsborg, KS 67456",(785) 212-6108,26 reviews,"Coffee & Tea, Cafes, Sandwiches",Mon 7:00 AM - 6:00 PM Tue 7:00 AM - 6:00 PM Wed 7:00 AM - 6:00 PM Thu 7:00 AM - 6:00 PM Fri 7:00 AM - 6:00 PM Open now Sat 7:00 AM - 4:00 PM Sun 7:00 AM - 6:00 PM,4.5 star rating,http://whitepeacockcoffee.com,Claimed,https://www.yelp.com/biz/the-white-peacock-lindsborg?osq=restaurants
20,https://s3-media0.fl.yelpcdn.com/bphoto/SINjGxEcwCtOLmMksqDt1g/l.jpg,Midland Railroad Hotel and Sample Room,"414 26th St Wilson, KS 67490",(785) 658-2284,39 reviews,"Hotels, Bars, American (New)",Mon Open 24 hours Tue Open 24 hours Wed Open 24 hours Thu Open 24 hours Fri Open 24 hours Open now Sat Open 24 hours Sun Open 24 hours,4.5 star rating,http://midlandrailroadhotel.co…,Claimed,https://www.yelp.com/biz/midland-railroad-hotel-and-sample-room-wilson?osq=restaurants
21,https://s3-media0.fl.yelpcdn.com/bphoto/ZaVM75V7COONW8RrYzKf9w/l.jpg,Yummy Yummy Asian Cuisine Chinese,"105 W 1st St Lyons, KS 67554",(620) 257-2888,6 reviews,Chinese,Mon Closed Tue 11:00 AM - 9:00 PM Wed 11:00 AM - 9:00 PM Thu 11:00 AM - 9:00 PM Fri 11:00 AM - 10:00 PM Open now Sat 11:00 AM - 9:00 PM Sun 11:00 AM - 9:00 PM,5 star rating,http://midlandrailroadhotel.co…,Unclaimed,https://www.yelp.com/biz/yummy-yummy-asian-cuisine-chinese-lyons?osq=restaurants
22,https://s3-media0.fl.yelpcdn.com/bphoto/LCAJPh7iz5f_jhI7Sb0z7w/l.jpg,Ellsworth Steak House,"1416 Foster Rd Ellsworth, KS 67439",(785) 472-3043,16 reviews,"Steakhouses, Breakfast & Brunch, Buffets",Mon Closed Tue 7:00 AM - 1:30 PM 5:00 PM - 9:00 PM Wed 7:00 AM - 1:30 PM 5:00 PM - 9:00 PM Thu 7:00 AM - 1:30 PM 5:00 PM - 9:00 PM Fri 7:00 AM - 1:30 PM 5:00 PM - 9:00 PM Closed now Sat 7:00 AM - 1:30 PM 5:00 PM - 9:00 PM Sun 8:00 AM - 1:30 PM,4 star rating,http://www.ellsworthsteakhouse…,Claimed,https://www.yelp.com/biz/ellsworth-steak-house-ellsworth?osq=restaurants
23,https://s3-media0.fl.yelpcdn.com/bphoto/QvTR2iGvLZOo2WRfWfa1Kw/l.jpg,Ristorante Italiano di Famiglia,"204 N Main St McPherson, KS 67460",(620) 242-1013,38 reviews,Italian,Mon Closed Tue 11:00 AM - 8:00 PM Wed 11:00 AM - 8:00 PM Thu 11:00 AM - 8:00 PM Fri 11:00 AM - 9:00 PM Open now Sat 11:00 AM - 9:00 PM Sun 11:00 AM - 3:00 PM,4.5 star rating,http://www.ellsworthsteakhouse…,Unclaimed,https://www.yelp.com/biz/ristorante-italiano-di-famiglia-mcpherson?osq=restaurants
24,https://s3-media0.fl.yelpcdn.com/bphoto/1EuvW2adSin_sAqtyK-8gQ/l.jpg,Yesway,"100 S Grand Ave Lyons, KS 67554",(620) 257-2820,"Convenience Stores,","Convenience Stores, Fast Food, Gas Stations",Mon Open 24 hours Tue Open 24 hours Wed Open 24 hours Thu Open 24 hours Fri Open 24 hours Open now Sat Open 24 hours Sun Open 24 hours,Rating,https://yesway.com,Claimed,https://www.yelp.com/adredir?ad_business_id=fXekNHMILbek4FhtE90WYQ&campaign_id=OgKNuKnq_NBqfSFo8mcTKw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fyesway-lyons&request_id=9d73528df69e9473&signature=150595333973f5dbeb34608abd6eb5c2fd3dbb7c3e06b5a2b31aa44ac0685375&slot=0
25,https://s3-media0.fl.yelpcdn.com/bphoto/bL3byvcd_MkVqCBdG4uvCg/l.jpg,Schlotzsky's,"2480 S 9th St Salina, KS 67401",(785) 914-4712,25 reviews,"Delis, Sandwiches, Caterers",Mon 10:00 AM - 9:00 PM Tue 10:00 AM - 9:00 PM Wed 10:00 AM - 9:00 PM Thu 10:00 AM - 9:00 PM Fri 10:00 AM - 9:00 PM Open now Sat 10:00 AM - 9:00 PM Sun 10:00 AM - 9:00 PM,3.5 star rating,https://www.schlotzskys.com,Claimed,https://www.yelp.com/adredir?ad_business_id=Gxhh1KW5IR3k9lZPglrr3w&campaign_id=iBYM61qkCbi9No5lbNJ4jw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fschlotzskys-salina&request_id=9d73528df69e9473&signature=aa44b063b9999a37c442f8e7c29321a9f856c438b1b78f29f61f257cc74df62e&slot=1
26,https://s3-media0.fl.yelpcdn.com/bphoto/HgOTdvOWCizXCLB7pGe7UA/l.jpg,YaYas Euro Bistro,"251 S Santa Fe Ave Salina, KS 67401",(785) 515-2422,54 reviews,"American (New), Italian, Cocktail Bars",Mon 11:00 AM - 10:00 PM Tue 11:00 AM - 10:00 PM Wed 11:00 AM - 10:00 PM Thu 11:00 AM - 10:00 PM Fri 11:00 AM - 11:00 PM Open now Sat 11:00 AM - 11:00 PM Sun 10:00 AM - 9:00 PM,4.5 star rating,https://www.yayaseurobistro.co…,Unclaimed,https://www.yelp.com/biz/yayas-euro-bistro-salina?osq=restaurants
27,https://s3-media0.fl.yelpcdn.com/bphoto/q7oKn5Kpog7IwxSmWVDjHg/l.jpg,Martinelli's Little Italy,"158 S Santa Fe Ave Salina, KS 67401",(785) 826-9190,356 reviews,"Italian, Diners, Seafood",Mon 11:00 AM - 10:00 PM Tue 11:00 AM - 10:00 PM Wed 11:00 AM - 10:00 PM Thu 11:00 AM - 10:00 PM Fri 11:00 AM - 10:00 PM Open now Sat 11:00 AM - 10:00 PM Sun Closed,4.5 star rating,http://martinellisonline.com/,Claimed,https://www.yelp.com/biz/martinellis-little-italy-salina?osq=restaurants
28,https://s3-media0.fl.yelpcdn.com/bphoto/sXziABAfwp6hh6pNu-9tHA/l.jpg,El Potrillo Restaurant,"821 N Main St Lyons, KS 67554",(620) 257-3000,8 reviews,Mexican,Mon 11:00 AM - 2:00 PM 6:00 PM - 8:00 PM Tue 11:00 AM - 3:00 PM 5:00 PM - 8:00 PM Wed 11:00 AM - 2:00 PM 5:00 PM - 8:00 PM Thu 11:00 AM - 2:00 PM 6:00 PM - 10:00 PM Fri 11:00 AM - 2:00 PM 5:00 PM - 10:00 PM Closed now Sat 12:00 PM - 10:00 PM Sun 11:00 AM - 8:00 PM,4.5 star rating,http://martinellisonline.com/,Unclaimed,https://www.yelp.com/biz/el-potrillo-restaurant-lyons?osq=restaurants
29,https://s3-media0.fl.yelpcdn.com/bphoto/fe-wMkP2YwgwSruRq-FsXA/l.jpg,Refuge Bar & Grill,"205 S Main St Stafford, KS 67578",(620) 268-5032,1 review,"Bars, American (New)",Mon Closed Tue Closed Wed Closed Thu 5:00 PM - 9:00 PM Fri 5:00 PM - 2:00 AM (Next day) Closed now Sat 5:00 PM - 2:00 AM (Next day) Sun Closed,5 star rating,http://martinellisonline.com/,Unclaimed,https://www.yelp.com/biz/refuge-bar-and-grill-stafford?osq=restaurants
30,https://s3-media0.fl.yelpcdn.com/bphoto/fe-wMkP2YwgwSruRq-FsXA/l.jpg,Clara’s Corner Cafe,"250 W 9th St Clara Barton Hospital Hoisington, KS 67544",(620) 653-5055,1 review,"Cafeteria, Breakfast & Brunch, Wraps",Mon 6:00 AM - 6:00 PM Tue 6:00 AM - 6:00 PM Wed 6:00 AM - 6:00 PM Thu 6:00 AM - 6:00 PM Fri 6:00 AM - 6:00 PM Open now Sat 6:00 AM - 6:00 PM Sun 6:00 AM - 6:00 PM,5 star rating,https://www.clarabartonhospita…,Unclaimed,https://www.yelp.com/biz/clara-s-corner-cafe-hoisington?osq=restaurants
31,https://s3-media0.fl.yelpcdn.com/bphoto/H3uzhzWXLH5vHAswhlWKkA/l.jpg,Sterling Cafe,"131 S Broadway Ave Sterling, KS 67579",(620) 278-3099,4 reviews,American (Traditional),,4.5 star rating,https://www.clarabartonhospita…,Unclaimed,https://www.yelp.com/biz/sterling-cafe-sterling?osq=restaurants
32,https://s3-media0.fl.yelpcdn.com/bphoto/8mTbzeQsv5a_Eq1hY6vOfw/l.jpg,The Hungry Hunter,"116 S 5th St Lincoln, KS 67455",(785) 524-5167,2 reviews,"American (Traditional), Cheesesteaks, Seafood",Mon 6:00 AM - 2:00 PM Tue 6:00 AM - 2:00 PM Wed 6:00 AM - 2:00 PM Thu 6:00 AM - 7:00 PM Fri 6:00 AM - 7:00 PM Open now Sat 6:00 AM - 2:00 PM Sun Closed,4.5 star rating,https://www.clarabartonhospita…,Unclaimed,https://www.yelp.com/biz/the-hungry-hunter-lincoln?osq=restaurants
33,https://s3-media0.fl.yelpcdn.com/bphoto/3SHBX0IfthMjuWu83KWekg/l.jpg,Waudby's Sports Bar & Grill,"719 N Main St Russell, KS 67665",(785) 483-2532,18 reviews,"Sports Bars, American (Traditional)",Mon 11:00 AM - 2:00 PM 4:00 PM - 12:00 AM (Next day) Tue 11:00 AM - 2:00 PM 4:00 PM - 12:00 AM (Next day) Wed 11:00 AM - 2:00 PM 4:00 PM - 12:00 AM (Next day) Thu 11:00 AM - 2:00 PM 4:00 PM - 12:00 AM (Next day) Fri 11:00 AM - 12:00 AM (Next day) Open now Sat 11:00 AM - 12:00 AM (Next day) Sun 11:00 AM - 2:00 PM,4 star rating,http://www.waudbyssportsbar.co…,Claimed,https://www.yelp.com/biz/waudbys-sports-bar-and-grill-russell?osq=restaurants
34,https://s3-media0.fl.yelpcdn.com/bphoto/9LJ-q7bfRyX7Yu7_Vdy1Sw/l.jpg,Fly Boy Brewery & Eats,"105 N Main St Sylvan Grove, KS 67481",(785) 526-7800,14 reviews,"Breweries, American (Traditional)",Mon Closed Tue Closed Wed Closed Thu 5:00 PM - 9:00 PM Fri 5:00 PM - 10:00 PM Closed now Sat 5:00 PM - 10:00 PM Sun 11:00 AM - 2:00 PM,4.5 star rating,http://www.waudbyssportsbar.co…,Claimed,https://www.yelp.com/biz/fly-boy-brewery-and-eats-sylvan-grove?osq=restaurants
35,https://s3-media0.fl.yelpcdn.com/bphoto/yg5cM48NOfjagb7CKZ86Hw/l.jpg,The Page,"2920 10th St Great Bend, KS 67530",(620) 792-8700,31 reviews,"Sports Bars, American (Traditional)",Mon 11:00 AM - 9:00 PM Tue 11:00 AM - 9:00 PM Wed 11:00 AM - 9:00 PM Thu 11:00 AM - 9:00 PM Fri 11:00 AM - 10:00 PM Open now Sat 11:00 AM - 10:00 PM Sun 11:00 AM - 9:00 PM,3.5 star rating,http://www.thepageanamericanbi…,Claimed,https://www.yelp.com/biz/the-page-great-bend?osq=restaurants
36,https://s3-media0.fl.yelpcdn.com/bphoto/1EuvW2adSin_sAqtyK-8gQ/l.jpg,Yesway,"100 S Grand Ave Lyons, KS 67554",(620) 257-2820,"Convenience Stores,","Convenience Stores, Fast Food, Gas Stations",Mon Open 24 hours Tue Open 24 hours Wed Open 24 hours Thu Open 24 hours Fri Open 24 hours Open now Sat Open 24 hours Sun Open 24 hours,3.5 star rating,https://yesway.com,Claimed,https://www.yelp.com/adredir?ad_business_id=fXekNHMILbek4FhtE90WYQ&campaign_id=OgKNuKnq_NBqfSFo8mcTKw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fyesway-lyons&request_id=2dfc6f92fb0bd64a&signature=38e67697935bf1e1ecd6a2a7ce3129141a5c9f16a433ecc51c12cb299b75382f&slot=0
37,https://s3-media0.fl.yelpcdn.com/bphoto/bL3byvcd_MkVqCBdG4uvCg/l.jpg,Schlotzsky's,"2480 S 9th St Salina, KS 67401",(785) 914-4712,25 reviews,"Delis, Sandwiches, Caterers",Mon 10:00 AM - 9:00 PM Tue 10:00 AM - 9:00 PM Wed 10:00 AM - 9:00 PM Thu 10:00 AM - 9:00 PM Fri 10:00 AM - 9:00 PM Open now Sat 10:00 AM - 9:00 PM Sun 10:00 AM - 9:00 PM,3.5 star rating,https://www.schlotzskys.com,Claimed,https://www.yelp.com/adredir?ad_business_id=Gxhh1KW5IR3k9lZPglrr3w&campaign_id=iBYM61qkCbi9No5lbNJ4jw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fschlotzskys-salina&request_id=2dfc6f92fb0bd64a&signature=887fd6dc81e8a727cf2214aa492febda4f824f5c7193bc955c1b719b0fe5ea36&slot=1
38,https://s3-media0.fl.yelpcdn.com/bphoto/Ddf-nP-PfBfREc8o5DaA6Q/l.jpg,K-18 Cafe,"5495 Highway 18 Lucas, KS 67648",(785) 525-6262,9 reviews,"Cafes, Breakfast & Brunch",Mon 6:00 AM - 10:00 PM Tue 6:00 AM - 10:00 PM Wed 6:00 AM - 10:00 PM Thu 6:00 AM - 10:00 PM Fri 6:00 AM - 10:00 PM Open now Sat 6:00 AM - 10:00 PM Sun 6:00 AM - 10:00 PM,4.5 star rating,https://www.schlotzskys.com,Unclaimed,https://www.yelp.com/biz/k-18-cafe-lucas?osq=restaurants
39,https://s3-media0.fl.yelpcdn.com/bphoto/B6EEpWl_4rsKuOuRy-YRfw/l.jpg,Sandstone Saloon,"102 E Anderson Brookville, KS 67425",(785) 225-6715,2 reviews,"Sports Bars, Beer, Wine & Spirits, American (Traditional)",Mon Closed Tue Closed Wed Closed Thu Closed Fri 5:00 PM - 2:00 AM (Next day) Closed now Sat 5:00 PM - 2:00 AM (Next day) Sun 3:00 PM - 10:00 PM,5 star rating,http://www.sandstonesaloon.com…,Unclaimed,https://www.yelp.com/biz/sandstone-saloon-brookville?osq=restaurants
40,https://s3-media0.fl.yelpcdn.com/bphoto/qVP1og47PygU2CHTF3hDIQ/l.jpg,Made From Scratch,"527 27th St Wilson, KS 67490",(785) 658-3300,56 reviews,"American (Traditional), Buffets",Mon Closed Tue Closed Wed Closed Thu 7:00 AM - 2:00 PM Fri 7:00 AM - 2:00 PM Closed now Sat 7:00 AM - 3:00 PM Sun 7:00 AM - 3:00 PM,4 star rating,http://www.sandstonesaloon.com…,Unclaimed,https://www.yelp.com/biz/made-from-scratch-wilson?osq=restaurants
