,image,Restaurant name,Address,Contact address,Reviews,Dish name1,Timing,Ratings,Restaurant_url,Restaurant_ownership,url links
20,https://s3-media0.fl.yelpcdn.com/bphoto/WB5diAsXPou9Dk40MUXYJQ/l.jpg,Hooters,"241 Eastern Byp Richmond, KY 40475",(859) 626-3900,19 reviews,"Sports Bars, American (Traditional), Chicken Wings",Mon 11:00 AM - 12:00 AM (Next day) Tue 11:00 AM - 12:00 AM (Next day) Wed 11:00 AM - 12:00 AM (Next day) Thu 11:00 AM - 12:00 AM (Next day) Open now Fri 11:00 AM - 1:00 AM (Next day) Sat 11:00 AM - 1:00 AM (Next day) Sun 11:00 AM - 12:00 AM (Next day),3 star rating,https://www.hooters.com,Claimed,https://www.yelp.com/adredir?ad_business_id=zOvSYVshPzmBJWcmdDppiw&campaign_id=VPIdY2pWR0x6Dn_wcu6F5A&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fhooters-richmond-2&request_id=f57b4223e124d357&signature=afba707b6372d5fc2c422743849971242036dc4521da0cfd149955fb020eb3a2&slot=0
21,https://s3-media0.fl.yelpcdn.com/bphoto/5-v2Ea9qjNqdIOydXanx2A/l.jpg,Old Owl Tavern,"638 Beaumont Inn Dr Harrodsburg, KY 40330",(859) 734-3381,50 reviews,"American (Traditional), Pubs, Bed & Breakfast",Mon Closed Tue 4:30 PM - 8:30 PM Wed 4:30 PM - 8:30 PM Thu 4:30 PM - 8:30 PM Closed now Fri 4:30 PM - 9:00 PM Sat 4:30 PM - 9:00 PM Sun Closed,4 star rating,http://www.beaumontinn.com/,Claimed,https://www.yelp.com/adredir?ad_business_id=GkXekkciccGqjJHEx1lYtw&campaign_id=_MgpaARHhjQ9zJSc26_ugA&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fold-owl-tavern-harrodsburg&request_id=bad27f8953643b19&signature=461f05a3cb2ce03edaf7ecb183c249adf942e4d5d37fca50ec296f0b855a6d14&slot=0
22,https://s3-media0.fl.yelpcdn.com/bphoto/mWmOKsm9csA7LrsQ4DENFQ/l.jpg,Old Towne Beer Hall & Growler,"55 E Court St Franklin, IN 46131",(317) 739-0158,7 reviews,Bars,Mon Closed Tue 6:00 PM - 11:00 PM Wed 6:00 PM - 11:00 PM Thu 6:00 PM - 11:00 PM Closed now Fri 6:00 PM - 1:00 AM (Next day) Sat 12:00 PM - 1:00 AM (Next day) Sun 11:00 AM - 6:00 PM,4.5 star rating,https://www.oldtownebeer.com,Claimed,https://www.yelp.com/adredir?ad_business_id=Z0MvFbKsoB7hsQxuB_lEBw&campaign_id=-Cn2-5dlt96xbunrEvHg1A&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fold-towne-beer-hall-and-growler-franklin&request_id=bad27f8953643b19&signature=75da3e34d913e725ae8b904e392fe26702cce2c1ce948d50a12c21b7d459ea42&slot=1
23,https://s3-media0.fl.yelpcdn.com/bphoto/bcPAWUOvFTgOZP9SJ9pBfg/l.jpg,Scout & Scholar Brewing,"112 W Flaget Ave Bardstown, KY 40004",(502) 268-1234,106 reviews,"Brewpubs, American (Traditional)",Mon Closed Tue Closed Wed 11:00 AM - 10:00 PM Thu 11:00 AM - 10:00 PM Open now Fri 11:00 AM - 11:00 PM Sat 11:00 AM - 11:00 PM Sun 10:00 AM - 8:00 PM,4.5 star rating,http://scoutandscholar.com,Claimed,https://www.yelp.com/biz/scout-and-scholar-brewing-bardstown?osq=Bars
25,https://s3-media0.fl.yelpcdn.com/bphoto/vUvBA9Ak1N_uCbdmyBkkBg/l.jpg,3 Decade Arcade,"109 S Main St Ste 103 Elizabethtown, KY 42701",(270) 307-9810,3 reviews,"Arcades, Bars",Mon 2:00 PM - 10:00 PM Tue 2:00 PM - 10:00 PM Wed 2:00 PM - 10:00 PM Thu 2:00 PM - 10:00 PM Closed now Fri 1:00 PM - 12:00 AM (Next day) Sat 1:00 PM - 12:00 AM (Next day) Sun 2:00 PM - 10:00 PM,3.5 star rating,http://3decadearcade.com,Claimed,https://www.yelp.com/biz/3-decade-arcade-elizabethtown?osq=Bars
26,https://s3-media0.fl.yelpcdn.com/bphoto/hTrxKT4QOzD3l4m-edmZQw/l.jpg,Otter Creek Tavern,"6860 Flaherty Rd Vine Grove, KY 40175",(270) 828-9555,27 reviews,"Dive Bars, Pizza, Burgers",Mon 9:00 AM - 10:00 PM Tue 9:00 AM - 10:00 PM Wed 9:00 AM - 10:00 PM Thu 9:00 AM - 11:00 PM Open now Fri 8:00 AM - 12:00 AM (Next day) Sat 9:00 AM - 12:00 AM (Next day) Sun Closed,4 star rating,http://3decadearcade.com,Claimed,https://www.yelp.com/biz/otter-creek-tavern-vine-grove?osq=Bars
28,https://s3-media0.fl.yelpcdn.com/bphoto/0gvXSQhzA8PpVWx5i07oQg/l.jpg,Boombozz Craft Pizza & Taphouse,"135 The Lp Elizabethtown, KY 42701",(270) 600-0990,154 reviews,"Pizza, Beer Bar, Sandwiches",Mon 11:00 AM - 9:00 PM Tue 11:00 AM - 9:00 PM Wed 11:00 AM - 9:00 PM Thu 11:00 AM - 9:00 PM Open now Fri 11:00 AM - 10:00 PM Sat 11:00 AM - 10:00 PM Sun 11:00 AM - 9:00 PM,4 star rating,http://boombozz.com,Claimed,https://www.yelp.com/biz/boombozz-craft-pizza-and-taphouse-elizabethtown?osq=Bars
30,https://s3-media0.fl.yelpcdn.com/bphoto/_UFL6KNyG7pZENeH-3T-oA/l.jpg,Bred and Bourbon,"203 Commerce Dr Elizabethtown, KY 42701",(270) 763-8205,2 reviews,Cocktail Bars,Mon 5:00 PM - 10:00 PM Tue 5:00 PM - 10:00 PM Wed 5:00 PM - 10:00 PM Thu 5:00 PM - 10:00 PM Closed now Fri 5:00 PM - 10:00 PM Sat 5:00 PM - 10:00 PM Sun 5:00 PM - 10:00 PM,2.5 star rating,http://boombozz.com,Unclaimed,https://www.yelp.com/biz/bred-and-bourbon-elizabethtown?osq=Bars
31,https://s3-media0.fl.yelpcdn.com/bphoto/RwltoIFCTTbHI_puUgTa6Q/l.jpg,Heartland Sports Pub,"850 Pine Valley Dr Elizabethtown, KY 42701",(270) 900-1410,8 reviews,"Sports Bars, Pizza",Mon 11:00 AM - 10:00 PM Tue 11:00 AM - 10:00 PM Wed 11:00 AM - 10:00 PM Thu 11:00 AM - 10:00 PM Open now Fri 11:00 AM - 10:00 PM Sat 11:00 AM - 10:00 PM Sun 11:00 AM - 10:00 PM,3 star rating,http://boombozz.com,Unclaimed,https://www.yelp.com/biz/heartland-sports-pub-elizabethtown?osq=Bars
33,https://s3-media0.fl.yelpcdn.com/bphoto/clyBhvjC4jBOib2JtGUQew/l.jpg,Samuel Adams Brewhouse,"2723 Spearhead Division Lp Fort Knox, KY 40121",(502) 942-0409,57 reviews,"Pubs, American (Traditional)",Mon Closed Tue 11:00 AM - 10:00 PM Wed 11:00 AM - 10:00 PM Thu 11:00 AM - 10:00 PM Open now Fri 11:00 AM - 1:00 AM (Next day) Sat 4:00 PM - 1:00 AM (Next day) Sun 12:00 PM - 10:00 PM,3 star rating,http://boombozz.com,Claimed,https://www.yelp.com/biz/samuel-adams-brewhouse-fort-knox?osq=Bars
35,https://s3-media0.fl.yelpcdn.com/bphoto/1kuXVFZC4GQ5TnnlexfNxg/l.jpg,Meri Merlo,"118 N 3rd St Bardstown, KY 40004",(502) 373-8883,5 reviews,Wine Bars,Mon 5:00 PM - 10:00 PM Tue 5:00 PM - 10:00 PM Wed 5:00 PM - 10:00 PM Thu 5:00 PM - 10:00 PM Closed now Fri 5:00 PM - 11:00 PM Sat 5:00 PM - 11:00 PM Sun 5:00 PM - 9:00 PM,5 star rating,http://boombozz.com,Unclaimed,https://www.yelp.com/biz/meri-merlo-bardstown?osq=Bars
37,https://cf-images.us-east-1.prod.boltdns.net/v1/jit/3142682442001/a6929140-4962-4359-9644-f59059a04b13/main/360x360/5s282ms/match/image.jpg,The Old Depot Bar and Grill,"181 Old Preston Hwy S Shepherdsville, KY 40165",(502) 531-0981,4 reviews,Bars,,4 star rating,http://boombozz.com,Unclaimed,https://www.yelp.com/biz/the-old-depot-bar-and-grill-shepherdsville?osq=Bars
39,https://s3-media0.fl.yelpcdn.com/bphoto/3pL1DgH1cfpT3a4skZnHAg/l.jpg,Xavier's Pub,"169 W Mulberry Aly Bardstown, KY 40004",(502) 249-1791,8 reviews,Bars,Mon 5:00 PM - 11:00 PM Tue 5:00 PM - 11:00 PM Wed 5:00 PM - 11:00 PM Thu 5:00 PM - 11:00 PM Closed now Fri 5:00 PM - 1:00 AM (Next day) Sat 5:00 PM - 1:00 AM (Next day) Sun Closed,4 star rating,http://boombozz.com,Unclaimed,https://www.yelp.com/biz/xaviers-pub-bardstown-2?osq=Bars
42,https://s3-media0.fl.yelpcdn.com/bphoto/GfwsQYZwgo-izd_cSks24w/l.jpg,Applebee's Grill + Bar,"1525 W Lexington Ave Winchester, KY 40391",(859) 737-0111,44 reviews,"Sports Bars, Burgers, American (Traditional)",Mon 11:00 AM - 11:00 PM Tue 11:00 AM - 11:00 PM Wed 11:00 AM - 11:00 PM Thu 11:00 AM - 11:00 PM Open now Fri 11:00 AM - 12:00 AM (Next day) Sat 11:00 AM - 12:00 AM (Next day) Sun 11:00 AM - 11:00 PM,2.5 star rating,https://www.applebees.com,Claimed,https://www.yelp.com/adredir?ad_business_id=N5aCDzH2vRm8fmo1iMLt6A&campaign_id=a_Y0qL7x9LeRrko23oMG7Q&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fapplebees-grill-bar-winchester-2&request_id=bad27f8953643b19&signature=3dcfa87234b499e46727a20ab6d0f415734a10f57801064602183ddf28db4671&slot=0
43,https://s3-media0.fl.yelpcdn.com/bphoto/5-v2Ea9qjNqdIOydXanx2A/l.jpg,Old Owl Tavern,"638 Beaumont Inn Dr Harrodsburg, KY 40330",(859) 734-3381,50 reviews,"American (Traditional), Pubs, Bed & Breakfast",Mon Closed Tue 4:30 PM - 8:30 PM Wed 4:30 PM - 8:30 PM Thu 4:30 PM - 8:30 PM Closed now Fri 4:30 PM - 9:00 PM Sat 4:30 PM - 9:00 PM Sun Closed,4 star rating,http://www.beaumontinn.com/,Claimed,https://www.yelp.com/adredir?ad_business_id=GkXekkciccGqjJHEx1lYtw&campaign_id=KTAN0YCDLjHViJOYzqRJXA&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fold-owl-tavern-harrodsburg&request_id=7665e98529496f0c&signature=4ff07365bfa1269af8155d88aa3321b2ddb3451edb4621975695f2c23b7873b9&slot=0
44,https://s3-media0.fl.yelpcdn.com/bphoto/GfwsQYZwgo-izd_cSks24w/l.jpg,Applebee's Grill + Bar,"1525 W Lexington Ave Winchester, KY 40391",(859) 737-0111,44 reviews,"Sports Bars, Burgers, American (Traditional)",Mon 11:00 AM - 11:00 PM Tue 11:00 AM - 11:00 PM Wed 11:00 AM - 11:00 PM Thu 11:00 AM - 11:00 PM Open now Fri 11:00 AM - 12:00 AM (Next day) Sat 11:00 AM - 12:00 AM (Next day) Sun 11:00 AM - 11:00 PM,2.5 star rating,https://www.applebees.com,Claimed,https://www.yelp.com/adredir?ad_business_id=N5aCDzH2vRm8fmo1iMLt6A&campaign_id=01OUq6wHBaEfPo2eYMe8zg&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fapplebees-grill-bar-winchester-2&request_id=7665e98529496f0c&signature=adee2dbabbe02175edb44841cc4fe297984cbe7941e89a982a1ce1a37dabb776&slot=1
45,https://s3-media0.fl.yelpcdn.com/bphoto/eIDBcWOE2zOpjpkOONgVfg/l.jpg,Cozy Corner Tavern & Liquor,"4950 Highway 52 Loretto, KY 40037",(270) 865-4488,14 reviews,"Beer, Wine & Spirits, Bars",,3.5 star rating,https://www.applebees.com,Unclaimed,https://www.yelp.com/biz/cozy-corner-tavern-and-liquor-loretto?osq=Bars
48,https://s3-media0.fl.yelpcdn.com/bphoto/Qtx5X3ECme8nPYzSXoRQ1w/l.jpg,Scoreboard Sports Bar,"593 W Lincoln Trail Blvd Radcliff, KY 40160",(270) 351-0593,3 reviews,Sports Bars,Mon Closed Tue Closed Wed 4:00 PM - 10:00 PM Thu 4:00 PM - 10:00 PM Closed now Fri 4:00 PM - 1:00 AM (Next day) Sat 2:00 PM - 1:00 AM (Next day) Sun 11:00 AM - 10:00 PM,3.5 star rating,https://scoreboard-sports-bar.…,Unclaimed,https://www.yelp.com/biz/scoreboard-sports-bar-radcliff?osq=Bars
50,https://s3-media0.fl.yelpcdn.com/bphoto/TCR7wJZpoXwZFJ9sm1BImQ/l.jpg,Barrel Room,"622 Main St Shelbyville, KY 40065",(502) 437-0420,12 reviews,Breweries,Mon Closed Tue 5:00 PM - 10:00 PM Wed 5:00 PM - 10:00 PM Thu 5:00 PM - 10:00 PM Closed now Fri 5:00 PM - 12:00 AM (Next day) Sat 5:00 PM - 12:00 AM (Next day) Sun Closed,5 star rating,https://scoreboard-sports-bar.…,Claimed,https://www.yelp.com/biz/barrel-room-shelbyville?osq=Bars
52,https://s3-media0.fl.yelpcdn.com/bphoto/Sw6mgsJ7qbqzkKAP18F_NA/l.jpg,Mammy's Kitchen & Bar,"116 W Stephen Foster Ave Bardstown, KY 40004",(502) 350-1097,441 reviews,"American (New), Breakfast & Brunch, Bars",Mon Closed Tue 6:30 AM - 3:00 PM Wed 6:30 AM - 9:00 PM Thu 6:30 AM - 9:00 PM Open now Fri 6:30 AM - 9:00 PM Sat 6:30 AM - 9:00 PM Sun 6:30 AM - 3:00 PM,4 star rating,https://mammys-kitchen.busines…,Claimed,https://www.yelp.com/biz/mammys-kitchen-and-bar-bardstown-2?osq=Bars
54,https://s3-media0.fl.yelpcdn.com/bphoto/E_dzAZiPBTNSTSsZnHn2Xw/l.jpg,J.R. Neighbors,"75 Public Square Elizabethtown, KY 42701",(270) 982-8282,37 reviews,"Speakeasies, Burgers, Beer Bar",Mon Closed Tue Closed Wed 3:00 PM - 10:00 PM Thu 11:00 AM - 10:00 PM Open now Fri 11:00 AM - 11:00 PM Sat 11:00 AM - 2:00 PM 2:30 PM - 11:00 PM Sun 11:00 AM - 2:00 PM 2:30 PM - 11:00 PM,4 star rating,https://jrneighbors.com,Claimed,https://www.yelp.com/biz/j-r-neighbors-elizabethtown?osq=Bars
56,https://s3-media0.fl.yelpcdn.com/bphoto/Xbcp51jglft0a7t8FWyOLw/l.jpg,VIP Lounge,"729 Knox Blvd Radcliff, KY 40160",(502) 269-8002,"Lounges,","Lounges, Hookah Bars, Music Venues",,4 star rating,https://jrneighbors.com,Unclaimed,https://www.yelp.com/biz/vip-lounge-radcliff?osq=Bars
57,https://s3-media0.fl.yelpcdn.com/bphoto/3TRqQhpTZNU2_M0SAectZQ/l.jpg,The Old Talbott Tavern,"107 W Stephen Foster Ave Bardstown, KY 40004",(502) 348-3494,408 reviews,"Bars, American (Traditional), Bed & Breakfast",Mon 11:00 AM - 8:00 PM Tue 11:00 AM - 8:00 PM Wed 11:00 AM - 8:00 PM Thu 11:00 AM - 8:00 PM Open now Fri 11:00 AM - 9:00 PM Sat 11:00 AM - 9:00 PM Sun 11:00 AM - 8:00 PM,3.5 star rating,http://www.talbotts.com,Claimed,https://www.yelp.com/biz/the-old-talbott-tavern-bardstown?osq=Bars
59,https://s3-media0.fl.yelpcdn.com/bphoto/oFREkqKb2bRoWLDtR7vB8A/l.jpg,Cabbana Bar And Grill,"745 S Preston Hwy Shepherdsville, KY 40165",(502) 215-6011,5 reviews,"Bars, American (Traditional)",Mon 4:00 PM - 12:00 AM (Next day) Tue 4:00 PM - 12:00 AM (Next day) Wed 4:00 PM - 12:00 AM (Next day) Thu 4:00 PM - 12:00 AM (Next day) Closed now Fri 4:00 PM - 2:00 AM (Next day) Sat 4:00 PM - 2:00 AM (Next day) Sun Closed,5 star rating,http://www.talbotts.com,Claimed,https://www.yelp.com/biz/cabbana-bar-and-grill-shepherdsville?osq=Bars
61,https://s3-media0.fl.yelpcdn.com/bphoto/1FovFVvHlc4lmvMYCdoF2A/l.jpg,The Shop Bar,"133 Christian Church Rd Brandenburg, KY 40108",(270) 422-4449,2 reviews,"Bars, Music Venues, Amateur Sports Teams",Mon 3:00 PM - 12:00 AM (Next day) Tue 3:00 PM - 12:00 AM (Next day) Wed 3:00 PM - 12:00 AM (Next day) Thu 3:00 PM - 12:00 AM (Next day) Closed now Fri 3:00 PM - 2:00 AM (Next day) Sat 12:00 PM - 2:00 AM (Next day) Sun 1:00 PM - 10:00 PM,2.5 star rating,http://theshopbar.net,Unclaimed,https://www.yelp.com/biz/the-shop-bar-brandenburg?osq=Bars
63,https://s3-media0.fl.yelpcdn.com/bphoto/1FovFVvHlc4lmvMYCdoF2A/l.jpg,LongBranch Saloon,"135 S Main St New Haven, KY 40051",(270) 668-8299,1 review,Bars,,1 star rating,http://theshopbar.net,Unclaimed,https://www.yelp.com/biz/longbranch-saloon-new-haven?osq=Bars
65,https://s3-media0.fl.yelpcdn.com/bphoto/mWmOKsm9csA7LrsQ4DENFQ/l.jpg,Old Towne Beer Hall & Growler,"55 E Court St Franklin, IN 46131",(317) 739-0158,7 reviews,Bars,Mon Closed Tue 6:00 PM - 11:00 PM Wed 6:00 PM - 11:00 PM Thu 6:00 PM - 11:00 PM Closed now Fri 6:00 PM - 1:00 AM (Next day) Sat 12:00 PM - 1:00 AM (Next day) Sun 11:00 AM - 6:00 PM,4.5 star rating,https://www.oldtownebeer.com,Claimed,https://www.yelp.com/adredir?ad_business_id=Z0MvFbKsoB7hsQxuB_lEBw&campaign_id=-Cn2-5dlt96xbunrEvHg1A&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fold-towne-beer-hall-and-growler-franklin&request_id=7665e98529496f0c&signature=f5b8a2c29c9d19d845f6d1135bbd81169e2740f5b659bb2fb0ae0609e2f0be75&slot=0
66,https://s3-media0.fl.yelpcdn.com/bphoto/5-v2Ea9qjNqdIOydXanx2A/l.jpg,Old Owl Tavern,"638 Beaumont Inn Dr Harrodsburg, KY 40330",(859) 734-3381,50 reviews,"American (Traditional), Pubs, Bed & Breakfast",Mon Closed Tue 4:30 PM - 8:30 PM Wed 4:30 PM - 8:30 PM Thu 4:30 PM - 8:30 PM Closed now Fri 4:30 PM - 9:00 PM Sat 4:30 PM - 9:00 PM Sun Closed,4 star rating,http://www.beaumontinn.com/,Claimed,https://www.yelp.com/adredir?ad_business_id=GkXekkciccGqjJHEx1lYtw&campaign_id=_MgpaARHhjQ9zJSc26_ugA&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fold-owl-tavern-harrodsburg&request_id=20cfdbedf4161e9b&signature=2cdb8be0b1d36109f0e4eceb8f12334190ef4f446ac1a021697afe4b38a2eaeb&slot=0
